applicant_id,jurisdiction,protected_group,model_score,approved,manual_review,decision_reason_1,decision_reason_2,us_mode_output,eu_mode_output,portfolio_us_governance_action,portfolio_eu_governance_action
APP-04442,Singapore,1,0.0511,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04443,EU,0,0.0504,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04444,EU,1,0.0639,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04445,US,0,0.0679,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04446,US,1,0.1081,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04447,EU,1,0.1743,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04448,US,0,0.0904,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04449,UK,1,0.1428,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04450,US,0,0.0114,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04451,Singapore,0,0.0156,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04452,US,0,0.1091,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04453,US,0,0.0751,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04454,EU,1,0.1058,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04455,EU,1,0.3042,0,0,High debt-to-income ratio,Elevated regional portfolio risk,Adverse-action notice required: High debt-to-income ratio; Elevated regional portfolio risk,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04456,US,0,0.0732,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04457,EU,1,0.1076,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04458,US,1,0.0215,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04459,US,0,0.1076,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04460,US,0,0.0523,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04461,US,0,0.04,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04462,UK,1,0.2398,0,0,Income insufficient for requested loan,High debt-to-income ratio,Adverse-action notice required: Income insufficient for requested loan; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04463,US,0,0.1109,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04464,UK,1,0.0599,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04465,US,0,0.1402,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04466,Singapore,0,0.09,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04467,EU,0,0.2152,0,1,Prior default history,Low credit score,Adverse-action notice required: Prior default history; Low credit score,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04468,US,1,0.0307,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04469,US,1,0.0202,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04470,EU,0,0.0335,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04471,EU,0,0.0313,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04472,EU,1,0.0339,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04473,EU,1,0.0635,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04474,UK,0,0.2137,0,1,Low credit score,Elevated regional portfolio risk,Adverse-action notice required: Low credit score; Elevated regional portfolio risk,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04475,US,1,0.0416,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04476,UK,1,0.2737,0,0,Prior default history,Low credit score,Adverse-action notice required: Prior default history; Low credit score,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04477,EU,0,0.0305,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04478,EU,0,0.0095,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04479,EU,0,0.0401,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04480,EU,0,0.2298,0,1,Prior default history,Low credit score,Adverse-action notice required: Prior default history; Low credit score,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04481,UK,0,0.036,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04482,UK,1,0.4176,0,0,Low credit score,Elevated regional portfolio risk,Adverse-action notice required: Low credit score; Elevated regional portfolio risk,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04483,US,1,0.1072,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04484,Singapore,0,0.1066,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04485,EU,0,0.0362,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04486,EU,1,0.189,1,1,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04487,US,0,0.315,0,0,Prior default history,High debt-to-income ratio,Adverse-action notice required: Prior default history; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04488,EU,0,0.0318,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04489,UK,0,0.0529,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04490,US,0,0.4712,0,0,Low credit score,Prior default history,Adverse-action notice required: Low credit score; Prior default history,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04491,US,1,0.1405,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04492,EU,1,0.1154,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04493,EU,1,0.4596,0,0,Low credit score,High debt-to-income ratio,Adverse-action notice required: Low credit score; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04494,US,0,0.0328,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04495,EU,1,0.667,0,0,Low credit score,Prior default history,Adverse-action notice required: Low credit score; Prior default history,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04496,EU,1,0.4334,0,0,Prior default history,Low credit score,Adverse-action notice required: Prior default history; Low credit score,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04497,US,0,0.1187,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04498,UK,0,0.0315,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04499,UK,1,0.1295,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04500,US,1,0.2137,0,1,High debt-to-income ratio,Elevated regional portfolio risk,Adverse-action notice required: High debt-to-income ratio; Elevated regional portfolio risk,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04501,EU,0,0.0155,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04502,EU,0,0.0748,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04503,US,1,0.0125,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04504,US,0,0.0357,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04505,US,1,0.3144,0,0,Low credit score,Elevated regional portfolio risk,Adverse-action notice required: Low credit score; Elevated regional portfolio risk,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04506,EU,0,0.2542,0,0,Low credit score,High debt-to-income ratio,Adverse-action notice required: Low credit score; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04507,US,1,0.0717,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04508,EU,0,0.0341,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04509,US,1,0.1113,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04510,EU,1,0.2244,0,1,Low credit score,Elevated regional portfolio risk,Adverse-action notice required: Low credit score; Elevated regional portfolio risk,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04511,US,1,0.0343,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04512,US,0,0.0408,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04513,Singapore,0,0.0253,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04514,UK,0,0.7693,0,0,Prior default history,High debt-to-income ratio,Adverse-action notice required: Prior default history; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04515,US,1,0.0876,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04516,US,1,0.108,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04517,EU,0,0.3626,0,0,Prior default history,Low credit score,Adverse-action notice required: Prior default history; Low credit score,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04518,EU,1,0.5079,0,0,Low credit score,High debt-to-income ratio,Adverse-action notice required: Low credit score; High debt-to-income ratio,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04519,US,0,0.225,0,1,Low credit score,High debt-to-income ratio,Adverse-action notice required: Low credit score; High debt-to-income ratio,Human oversight required for borderline high-risk AI credit decision,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04520,US,1,0.2601,0,0,High debt-to-income ratio,Elevated regional portfolio risk,Adverse-action notice required: High debt-to-income ratio; Elevated regional portfolio risk,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04521,US,0,0.0376,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04522,US,0,0.1544,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04523,EU,1,0.0906,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04524,US,0,0.0218,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04525,UK,0,0.1147,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04526,UK,0,0.0356,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04527,US,0,0.0766,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04528,Singapore,0,0.0164,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04529,US,0,0.3327,0,0,High debt-to-income ratio,Elevated regional portfolio risk,Adverse-action notice required: High debt-to-income ratio; Elevated regional portfolio risk,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04530,Singapore,1,0.0706,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04531,EU,0,0.0093,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04532,Singapore,1,0.4944,0,0,Prior default history,Low credit score,Adverse-action notice required: Prior default history; Low credit score,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04533,US,1,0.1623,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04534,EU,0,0.248,0,0,Low credit score,Elevated regional portfolio risk,Adverse-action notice required: Low credit score; Elevated regional portfolio risk,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04535,US,1,0.0419,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04536,US,1,0.1016,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04537,US,1,0.0531,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04538,US,0,0.0904,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04539,US,1,0.0806,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04540,Singapore,0,0.1324,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
APP-04541,US,1,0.1653,1,0,Approved,Approved,Approved; monitor portfolio-level fair lending metrics,Bias testing and high-risk AI documentation evidence required,Continue monitoring adverse-action reason quality and approval parity as internal governance evidence.,"Trigger high-risk AI bias governance review, document testing, assign human oversight and remediation owner."
